J0030+0451,0.15551505557120165468,0.02523214602220350336,2.0,2.2839298984286636e-06,2404.5288230909166365,9.780144583424303403,-15.611390709499512,6.844651048908476
J0613-0200,1.6307175298924183604,-0.035135540998418222924,4.0,1.0273443980766635e-06,1939.4606928681371143,13.569480836894406607,None,None
J0751+1807,2.055790988337718339,0.3163820632504941721,3.0,1.4856608577956562e-06,2874.7678720465404276,13.0731837478615574005,None,None
J0900-3144,2.3593908494285984467,-0.554000931901980298,1.0,3.2187155916576496e-06,7451.7988338496718965,9.856715452136117105,-12.718257827200246,1.3554912113294475
J1012+5307,2.6727853999908779414,0.92707187264203894106,2.0,1.0785503965723169e-06,4719.159121002162186,14.072641613306457809,-12.950273183492254,1.3488533092632586
J1022+1001,2.6854659844591215467,-0.0011163691224182026134,4.0,1.0435092165483954e-06,6485.2861538970022646,14.072525878552720124,-14.139338768279377,2.886727895528899
J1024-0719,2.7255261874252276755,-0.12779414094853858153,4.0,1.068306041616706e-06,1602.6124024797155047,13.7092261220882910425,None,None
J1455-3330,3.9086626702274456235,-0.5849101552796404091,3.0,2.460928930768538e-06,1675.5946354469055402,9.266840231172707365,-13.167580350291932,1.594158094854064
J1600-3053,4.1925647225601245793,-0.53925522676381199005,3.0,8.427109449264369e-07,9459.517526544554555,13.894822183962996054,None,None
J1640+2224,4.364540848913285309,0.39099661689749976023,5.0,1.0437980060433963e-06,1671.5150825848972022,10.217833858118359048,None,None
J1713+0747,4.5109149480822914313,0.13602656230501705692,2.0,3.0919345937484663e-07,45511.370331437571338,14.074716958963038157,-13.877127203744667,1.5836034774110743
J1730-2304,4.5934627923033621855,0.0032962541580436295965,7.0,8.445965877718885e-07,1056.6484360055915045,9.930576847577028695,None,None
J1738+0333,4.62032041623860934,0.062011897450045649904,10.0,2.6249485400510494e-06,889.5882715890590354,11.211223796672114715,None,None
J1744-1134,4.6447143877721872585,-0.20214158152546191083,5.0,5.234785459267986e-07,4911.9032474384912077,9.747237450298022967,None,None
J1751-2857,4.6754965910562891196,-0.5054983252241542768,20.0,2.4910435644137832e-06,208.11363368596528164,9.428159522823650597,None,None
J1801-1417,4.7204664639859252873,-0.24945860943816688948,20.0,3.2388334638948502e-06,404.35261583228469484,9.744458180819083902,None,None
J1804-2717,4.731379110567933921,-0.47633590726102542634,13.0,1.7411142027524613e-06,485.83464106619446315,9.5427964593627655696,None,None
J1843-1113,4.9030125287750223606,-0.19591839123593912664,11.0,2.47104016548199e-06,4616.8434462297017227,14.066809714500907411,None,None
J1857+0943,4.963744798742628639,0.16967124883006426406,6.0,1.1237317905277477e-06,1734.2491468614913189,13.9709539595149979515,None,None
J1909-3744,5.016907743603475467,-0.6586412790825003638,3.0,3.429442602544729e-07,18898.252290603618535,9.0430277725481465366,-15.475277225160227,6.933877557162086
J1910+1256,5.018527110181713269,0.22585281243732169276,21.5,2.0713032037348005e-06,402.82660950949842016,9.913931285933023828,None,None
J1911+1347,5.026199520898217976,0.24073124544395690938,10.0,9.128701411147117e-07,860.1318589851066664,9.92086348130201451,None,None
J1918-0642,5.05622125138935008,-0.11710620919882711033,7.0,1.46321163434812e-06,1437.1419598354787779,13.130503915409691776,None,None
J2124-3358,5.6056956026817195138,-0.59304794560089579836,5.0,2.2437264813557174e-06,1217.4513182032718847,9.6819224977401775545,None,None
J2322+2057,6.119003289191365269,0.365659446027291557,10.0,3.915213588171552e-06,572.7162998401049464,9.6846284200812841475,None,None
